Widzę	↓0;d¦-+i+e+ć
jej	↓0;aon
oczy	↓0;d¦---+k+o
.	↓0;d¦

–	↓0;d¦
Na	↑0¦↓1;d¦
pewno	↓0;d¦
ci	↓0;aty
powie	↓0;d¦+d+z+i+e+ć
.	↓0;d¦

Kolację	↓0;d¦-+a
jadamy	↓0;d¦--+ć
o	↓0;d¦
siódmej	↓0;d¦--+y
.	↓0;d¦

Nawet	↓0;d¦
u	↓0;d¦
mnie	↓0;aja
nie	↓0;d¦
byli	↓0;d¦--+ć
,	↓0;d¦
bo	↓0;d¦
formalności	↓0;d¦--+ć
wizowe	↓0;d¦-+y
trwały	↓0;d¦--+ć
zbyt	↓0;d¦
długo	↓0;d¦
.	↓0;d¦

Krew	↓0;d¦
pije	↓0;d¦--+ć
?	↓0;d¦

Pan	↓0;d¦
zanotuje	↓0;d¦---+o+w+a+ć
sobie	↓0;d→-+i+e¦
prywatny	↓0;d¦
numer	↓0;d¦
posła	↓0;d¦+e→-
.	↓0;d¦
.	↓0;d¦
.	↓0;d¦

Dopiero	↓0;d¦
po	↓0;d¦
5	↓0;d¦
minutach	↓0;d¦--
zamieszanie	↓0;d¦
zostało	↓0;d¦--+ć
opanowane	↓0;d¦--+ć
przez	↓0;d¦
policję	↓0;d¦-+a
.	↓0;d¦

To	↓0;d¦
jest	↓0;abyć
fakt	↓0;d¦
.	↓0;d¦

Skrzypczak	↑0¦↓1;d¦
układał	↓0;d¦-+ć
swoje	↓0;d¦-+ó→-
poczynania	↓0;d¦-+e
.	↓0;d¦

Mieszkała	↓0;d¦--+ć
m	↓0;abyć
w	↓0;d¦
Dobrziszu	↑0¦↓1;d¦-
.	↓0;d¦

Posłanka	↓0;d¦
ta	↓0;d¦-+e+n
jest	↓0;abyć
raczej	↓0;d¦
deprecjonowana	↓0;d¦--+ć
.	↓0;d¦
.	↓0;d¦
.	↓0;d¦

nie	↓0;d¦
można	↓0;d¦
nagrać	↓0;d¦
zdjęć	↓0;d¦-+c+i+e
?	↓0;d¦

On	↓0;d¦
dał	↓0;d¦-+ć
nam	↓0;d--¦+y
Siebie	↓0;d¦
w	↓0;d¦
Eucharystii	↓0;d¦-+a
.	↓0;d¦

Spostrzegł	↓0;d¦--+c
em	↓0;abyć
,	↓0;d¦
że	↓0;d¦
ma	↓0;d¦-+i+e+ć
ładne	↓0;d¦-+y
piersi	↓0;d¦--+ś
i	↓0;d¦
krągłe	↓0;d¦-+y
,	↓0;d¦
dziewczęce	↓0;d¦-+y
ramiona	↓0;d¦---+ę
.	↓0;d¦

Ciągle	↓0;d¦
milczeli	↓0;d¦--+ć
.	↓0;d¦

Jak	↓0;d¦
poszło	↓0;d¦-----+ó+j+ś+ć
?	↓0;d¦

Przywitajmy	↓0;d¦---+ć
ją	↓0;aon
serdecznie	↓0;d¦
.	↓0;d¦

Stracił	↓0;d¦-+ć
cały	↓0;d¦
swój	↓0;d¦
początkowy	↓0;d¦
tupet	↓0;d¦
.	↓0;d¦

–	↓0;d¦
Ojciec	↓0;d¦
Benedykt	↑0¦↓1;d¦
służył	↓0;d¦-+ć
tutaj	↓0;d¦
?	↓0;d¦

Jerzy	↑0¦↓1;d¦
został	↓0;d¦-+ć
sam	↓0;d¦
.	↓0;d¦

W	↓0;d¦
początkach	↓0;d¦+e→---
następnego	↓0;d¦---+y
tysiąclecia	↓0;d¦-+e
jej	↓0;aon
ruiny	↓0;d¦-+a
pokrył	↓0;d¦-+ć
śmietnik	↓0;d¦
.	↓0;d¦

Wymienię	↓0;d¦-+ć
te	↓0;d¦+n
najważniejsze	↓0;d---¦------+y
.	↓0;d¦

-	↓0;d¦
Wolfgang	↑0¦↓1;d¦
przestawił	↓0;d¦-+ć
swoje	↓0;d¦-+ó→-
krzesełko	↓0;d¦
w	↓0;d¦
cień	↓0;d¦
.	↓0;d¦

Mogę	↓0;d¦---+ó+c
rzucić	↓0;d¦
pracę	↓0;d¦-+a
i	↓0;d¦
wyjechać	↓0;d¦
do	↓0;d¦
Włoch	↑0¦↓1;d¦+y
.	↓0;d¦

Nieco	↓0;d¦
częściej	↓0;d¦-----+s+t+o
czyniły	↓0;d¦--+ć
to	↓0;d¦
kobiety	↓0;d¦-+a
.	↓0;d¦

Na	↓0;d¦
jakiej	↓0;d¦--
podstawie	↓0;d¦--+a
to	↓0;d¦
wiemy	↓0;d¦--+d+z+i+e+ć
?	↓0;d¦

Chcieli	↓0;d¦--+ć
powiadomić	↓0;d¦
rodzinę	↓0;d¦-+a
o	↓0;d¦
samobójczej	↓0;d¦--+y
śmierci	↓0;d¦--+ć
mężczyzny	↓0;d¦-+a
.	↓0;d¦

Niech	↓0;d¦
pani	↓0;d¦
da	↓0;d¦+ć
przykład	↓0;d¦
.	↓0;d¦

Na	↓0;d¦
koniec	↓0;d¦
wyniki	↓0;d¦-
podliczono	↓0;d¦---+y+ć
by	↓0;d¦
w	↓0;d¦
blasku	↓0;d¦-
jupiterów	↓0;d¦--
na	↓0;d¦
wielkiej	↓0;d¦--
konwencji	↓0;d¦-+a
ogólnopolskiej	↓0;d¦--
.	↓0;d¦

jest	↓0;abyć
pan	↓0;d¦
Józef	↑0¦↓1;d¦
Krzysztoforski	↑0¦↓1;d¦
.	↓0;d¦

A	↓0;d¦
imię	↓0;d¦
jego	↓0;d---¦+n
było	↓0;d¦--+ć
Przekora	↑0¦↓1;d¦
.	↓0;d¦

