Son	l|s|s
günlerinde	s|s|s|d|d|d|d|d|d|d
kravat	s|s|s|s|s|s
takardı	s|s|s|d|d|d|d
.	s

Kadehler	l|s|s|s|s|d|d|d
onun	s|d|d|d
şerefine	s|s|s|s|s|d|d|d
kalktı	s|s|s|s|d|d
.	s

Epey	l|s|s|s
iş	s|s
yaptılar	s|s|s|d|d|d|d|d
.	s

Memura	l|s|s|s|s|d
ikibinüç'te	s|s|s|s|s|s|s|s|d|d|d
Deppler	s|s|s|s|s|s|s
geçmiş	s|s|s|s|s|s
IMF	s|l|l
enflasyona	s|s|s|s|s|s|s|s|s|d
göre	s|s|s|s
zam	s|s|s
sözü	s|s|s|d
.	s

Şimdi	l|s|s|s|s
adımlarını	s|s|s|s|d|d|d|d|d|d
daha	s|s|s|s
da	s|s
hızlandırmıştı	s|s|s|s|s|s|d|d|d|d|d|d|d|d
.	s

Korkunç	l|s|s|s|s|s|s
düşlerle	s|s|s|d|d|d|d|d
dolu	s|s|s|s
bir	s|s|s
uykuya	s|s|s|s|d|d
sürüklenmek	s|s|s|s|s|s|s|d|d|d|d
üzere	s|s|s|s|s
ydim	d|d|s|d
.	s

Ben	l|s|s
yavrumdan	s|s|s|s|s|d|d|d|d
nasıl	s|s|s|s|s
ayrılırım	s|s|s|s|s|d|d|d|d
?	s
Onu	l|d|d
nerelere	s|s|s|s|d|d|d|d
gönderirim	s|s|s|s|s|s|d|d|d|d
?	s
diye	s|s|s|s
adamın	s|s|s|s|d|d
ayaklarına	s|s|s|s|d|d|d|d|d|d
kapanmış	s|s|s|s|d|d|d|d
zavallı	s|s|s|s|s|s|s
kadın	s|s|s|s|s
.	s

Abim	l|s|s|d
yiyecek	s|s|s|s|s|s|s
bir	s|s|s
şeyler	s|s|s|d|d|d
getirmiştir	s|s|s|s|s|d|d|d|d|d|d
,	s
herhalde	s|s|s|s|s|s|s|s
.	s

Hacim	l|s|s|s|s
siz	s|s|s
ve	s|s
sıkışık	s|s|s|s|s|s|s
seanslar	s|s|s|s|s|d|d|d
geçiren	s|s|s|s|s|d|d
borsa	s|s|s|s|s
umudunu	s|s|s|r_t|d|d|d
seçim	s|s|s|s|s
sonrasına	s|s|s|s|s|d|d|d|d
bağlamış	s|s|s|s|s|d|d|d
görünüyor	s|s|s|s|s|d|d|d|d
.	s

Ne	l|s
oluyorsun	s|s|d|d|d|d|d|d|d
?	s
diye	s|s|s|s
sordu	s|s|s|d|d
.	s

Çoğu	l|s|r_k|d
,	s
çok	s|s|s
kere	s|s|s|s
beni	s|s|s|d
daha	s|s|s|s
çok	s|s|s
falan	s|s|s|s|s
filan	s|s|s|s|s
bulurlarmış	s|s|s|d|d|d|d|d|d|d|d
.	s

Ben	l|s|s
de	s|s
onu	s|d|d
dövdüm	s|s|s|d|d|d
.	s

Benim	l|s|s|d|d
gibi	s|s|s|s
yüksek	s|s|s|s|s|s
tansiyonu	s|s|s|s|s|s|s|s|d
olanlar	s|s|d|d|d|d|d
tuzsuz	s|s|s|s|s|s
da	s|s
yer	s|s|s
.	s

Uy	l|s
,	s
sevsinler	s|s|s|d|d|d|d|d|d
seni	s|s|s|d
!	s

Oğlunuza	l|s|d|s|r_l|d|d|d
sarıldığınızda	s|s|s|d|d|d|d|d|d|d|d|d|d|d
,	s
aklınızdan	s|s|d|s|r_l|d|d|d|d|d
,	s
Ya	l|s
bu	s|s
ona	s|d|d
son	s|s|s
sarılışım	s|s|s|s|s|s|s|d|d
sa	r_i|d
gibi	s|s|s|s
aptalca	s|s|s|s|s|s|s
bir	s|s|s
düşünce	s|s|s|s|s|s|s
geçiyor	s|s|s|d|d|d|d
.	s

Nerede	l|s|s|s|d|d
siniz	d|s|d|d|d
oğlum	s|s|d|s|r_l
?	s
dedi	s|s|d|d
bağırarak	s|s|s|s|s|d|d|d|d
.	s

Tüzmen	s|s|s|s|s|s
